ID,Source,Syllabary,Transliteration,English,Story,Chapter,Line,Author,Speaker,,,,,,,,,,,,,
1021,ced,ᏣᏁᎵᏔᏅᎢᏍ ᏍᏈᎵ ᎨᏯᏔᎯ ᎯᏴᏍᎳᏗᏍᏗᎢ?,Janehltanvis sogwili gehyahtahi hiysladisdii?,Have you ever tried to rope a wild horse?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1022,ced,ᎨᎢ ᏗᏜ ᏩᎢᏒ ᏣᏫᏣᎪᎥ ᎪᎯᎢ.,Gei didla waisv juwijigov kohii.,I saw him walking downstream while ago.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1023,ced,ᎨᏥᎪᎵᏰᏗ ᏭᏪᏍᏓᏍᏗ ᏑᎾᎴᎢ.,Gejigoliyedi wuwedasdi sunalei.,She has to go to the clinic tomorrow.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1024,ced,ᎤᏍᏗ ᎩᏟ ᎨᎵᏏᏁᎭ.,Usdi gihli gelisineha.,He's leading a small dog by a leash.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1025,ced,ᎯᎳ ᏣᎬᏩᎶᏗ ᏗᎨᎵᏍᏘᎩ?,Hila jugvwahldi digelistgi?,How much are the pies?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1026,ced,ᏅᏲᎯ ᏱᏓᏍᎪᏍᎦ ᎨᏘᎶᏍᏗ ᎬᏗᏍᎪᎢ.,Nvyohi yidasgosga getilosdi kdisgoi.,"When he digs holes in a rocky place, he uses a crowbar.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1027,ced,ᎦᎪ ᏚᏩᏍᎪ ᏗᎨᏛᏏᏗ?,Gago duhwasgo digetvsdi?,Who buys posts?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1028,ced,ᎠᎭᏂ ᎠᏰᏟ ᎮᏛᎦ.,Ahani ayehli hetvga.,Set the post here in the center.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1029,ced,ᎩᎦ ᎤᏓᏅᎵᏰᎠ ᏣᏄᏮᎢ.,Giga udanvliyea jahnuwvi.,There's blood on your shirt.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1030,ced,ᏍᏆᏞᏍᏗ ᎤᏩᏂᎳ ᎧᏴᏐᎵ ᎩᎦ ᏚᏴᏍᏉᎸᎢ.,Sgwahlesdi uwahnila kayvsoli giga duhyvsgwolvi.,"When a ball hit him on his nose, he got a nosebleed.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1031,ced,ᎩᎦᎨ ᎤᎵᏑᏫᏓ ᏩᎩᎸᏉᏛᎢ.,Gigage ulsuhwida wagilvkwdvi.,Red is my favorite color.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1032,ced,ᎩᏝ ᏄᏍᏗ ᏣᏄᏮᎢ.,Gihla nusdi jahnuwvi.,There's some loose hair on your shirt.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1033,ced,ᎩᏟ ᎤᎾᎸᎯ ᏥᎪᏩᏘᎭ.,Gihli uhnalvhi jigowhtiha.,I see a mean dog.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1034,ced,ᎩᏟ ᏗᎦᎴᏅᎯᏓ ᏓᏑᏪᏍᎬ ᎦᏛᎩᎠ.,Gihli digalenvhida dasuhwisgv gatvgia.,I hear a hounddog barking.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1035,ced,ᎯᎠ ᏂᎬᎿ ᎩᎵᏏ ᎪᏪᎸᎢ.,Hia nigvhna Gilisi gohwelvi.,This is how it is written in English.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1036,ced,ᎩᏄᏘᏗ ᏍᎩᏙᎵᏍᏓ.,Ginutdi ksdolsda.,Lend me a quarter.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1037,ced,ᏐᎢ ᎪᎨᏱ ᎢᏴ ᏛᏑᎵᎪᏥ ᏓᏕᏲᎲᏍᎬᎢ.,Soi gogeyi iyv dvsuligoji dadehyohvsgvi.,She's going to quit teaching next spring.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1038,ced,ᎠᏋᏅᎦ ᎪᎩ ᎢᏳᎵᏍᏙᏗᎢ.,Agwvnvga gogi iyulsdohdii.,I can't wait till summer.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1039,ced,ᎪᎯᏓᏍ ᎤᎯᎶᏙᎴ ᎦᎵᏦᏕ ᎠᏁᏍᎨᏍᎬᎢ?,Gohidas uhilidole gahljode ahnesgesgvi?,Did he take a long time building the house?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1040,ced,ᎪᎯᎩ ᏥᎨᏒ ᏦᎳ ᎠᎾᏛᎯᏍᏗᏍᎬ ᎠᏂᏣᎳᎩ.,Gohigi jigesv jola anatvhisdisgv Anijalagi.,Long ago the Cherokees raised tobacco.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1041,ced,ᎪᎣᎯᏁᎪ ᎤᏪᏥ ᎠᏧᏣ ᎠᎹᏱ ᏱᏚᏂᏐᏣ.,Gohinego uweji achuja amayi yidunisohja.,He holds his son's hand when they cross the water.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1042,ced,ᏍᏉᎯᏴᏓᏁᏗ ᎠᏆᏚᎵᎭ.,Sgwohiyhdanehdi agwaduliha.,I want you to vouch for me.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1043,ced,ᏥᏲᎢᏴᏓᏁ ᏂᎦᏪᏍᎬᏒᎢ.,Jiyoiyhdane nigawesgvi.,I agree with what he says.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1044,ced,ᏥᏈᏍᏗ ᎪᎯᏴᏗ ᎤᏪᎭ.,Tsgwisdi gohiyhdi uweha.,He has a lot of faith.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1045,ced,"ᎥᏍᏊ ᏍᎪᎯ ᎾᏕᏘᏯ ᎬᏩᎪᎲ ᏱᎩ ᎩᎶ, ᎠᎯᏓ ᎪᎵᎪᎢ.","Vsgwu sgohi nadetiya gvwagohv yigi kilo, ahida gohlgoi.","Even if it's been ten years since he has seen someone, he recognizes him easily.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1046,ced,ᎪᎵᎦᏍ ᏣᎳᎩ?,Gohlgas Jalagi?,Does he understand Cherokee?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1047,ced,ᎯᏲᎵᎩᏍ ᎯᎠ ᎠᏍᎦᏯ?,Hiyoligis hia asgaya?,Do you know this man?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1048,ced,ᎪᏢᏅ ᎡᏍᎩᏍᏕᎳ.,Gohlvhnv eksdela.,Pass me some butter.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1049,ced,"ᎦᏲᏟᏊ ᏳᎵᏍᏓᏴᎾ, ᎪᏢᏍᎪᎢ.","Gayohligwu yulsdayvhna, gohlvsgoi.","If he eats just a little, he gets full.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1050,ced,ᎦᏙ ᎤᏍᏗ ᎰᏢᏍᎦ?,Gado usdi hohlvsga?,What are you making?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1051,ced,ᎦᏍᎩᎸ ᏝᎲ ᏩᏣ ᎤᏬᎰᏅᏙᏔᏅᎢ.,Gasgilv ahlahv waji uwohonhdohtanvi.,He accidently dropped the clock from the table.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1052,ced,ᏦᎳᏂ ᎦᏘᏅᏛ ᎤᏬᎰᏒᎢ.,Jolani gatinvtv uwohosvi.,The window pane fell.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1053,ced,ᎪᎱᏍᏗ ᎤᏂᏲ ᎠᏎᏅ Ꮭ ᏯᏆᎾᏔ ᎢᏳᏍᏗ ᎨᏒᎢ.,Gohusdi unihyo asehnv hla yagwanhta iyusdi gesvi.,"They are looking for something, but I don't know what it is.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1054,ced,ᎪᏪᎵ ᏗᎪᏪᎶᏗ ᏚᎾᏓᏅᏒᎢ.,Gohweli digohwelodi dunadanvsvi.,They ordered some writing tablets.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1055,ced,ᎦᎪ ᎤᏁᏍᏗ ᎪᏪᎵ ᎰᏪᎵᎠ?,Gago unesdi gohweli hohwelia?,Whose letter are you writing?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1056,ced,ᏏᏆ ᎭᏫᏯ ᏥᏈᏍᏗ ᎪᎢ ᎠᏙᏢᎾᏗᏍᎪᎢ.,Sihgwa hawiya tsgwisdi goi adohlvndisgoi.,Sausage makes a lot of grease.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1057,ced,ᎤᏂᎪᏗ ᎠᏂᏣᎳᎩ ᏗᎾᏕᏠᏆᏍᎩ ᏓᎾᏕᏠᏆᏍᎪ ᎪᎢ ᏧᎾᏕᏠᏆᏍᏗ.,Unigodi Anijalagi dinadehlohgwasgi danadehlogwasgo Goi Junadehlohgwasdi.,A lot of Cherokee students go to school at Greasy School.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1058,ced,ᎪᎢᎭ ᎭᏫᏯ ᎠᎩᎠ.,Goiha hawiya agia.,He is eating greasy meat.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1059,ced,ᎦᏙ ᎤᏍᏗ ᎯᏰᏌᏛ ᎲᏗᏍᎪ ᏱᏦᏣᏁᏌ?,Gado usdi hiyesadv hvhdisgo yijojanesa?,Which finger do you use when you pull the trigger?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1060,ced,ᎤᏯᏍᏜᏗᏍᏗ ᏂᎨᏒᎾ ᎤᏰᎸᏒ ᎪᏣᏁᏍᏗ ᎦᎶᏁᎠ.,Uhyasdladisdi nigesvna uyelvsv gojanesdi galonea.,He's oiling the trigger so it won't rust.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1061,ced,ᏔᏍᎵᏍᎪᎯ ᏗᎪᎦᏍᎩ ᏕᎦᎶ ᏌᏊ ᏂᏕᎦᏇᏅᏒᎢ.,Talsgohi digokski degalo sagwu nidegakwenvsvi.,There are twenty cigarettes in one package.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1062,ced,ᏔᎵ ᏂᏕᎦᎳᏗᏍᏛ ᏗᎪᎦᏍᏗ ᏕᎪᎦᏍᎪᎢ ᏏᎦ.,Tali nidegaladisdv digoksdi degoksgoi siga.,He smokes two packages of cigarettes in one day.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1063,ced,ᏣᎸᏉᏗᏍ ᎪᎳ?,Jalvkwdis gola?,Do you like winter?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1064,ced,ᎪᎴᎯ ᎤᏢᎦ ᎦᎾᎦᏘ.,Golehi udlvga ganakti.,The doctor has pneumonia.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1065,ced,ᎠᏥᎳ ᎤᏥᎦᏘ ᎬᏗ ᎠᎩᏢᎦᎭ ᎦᎷᏯᏍᏗ ᎪᏍᏓᏱ ᏄᎵᏍᏔᏅᎢ.,"Ajila utsgati gvhdi akdlvha galuysdi, gosdayi nulstanvi.","When I sharpened the axe with a file, it became sharp.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1066,ced,ᎪᏍᏗᏳᏟ ᎦᎷᏯᏍᏗ ᎬᏗᏍᎬ ᎠᏓ ᏓᏍᏆᎵᏍᎬᎢ.,Gosdiyuhli galuysdi kdisgv ada dasgwalsgvi.,He was using a dull axe to chop wood.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1067,ced,ᏍᏆᏞᏍᏗ ᎤᏂᏲᎱᏎᎸ ᎤᏬᏍᏛᏂᎳ.,Sgwahlesdi uniyohuselv uwosdvnila.,They lost the ball when he batted.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1068,ced,ᎯᎳ ᎢᎦ ᏗᎪᏍᏛᏂᏍᏗ ᏕᎯᏃᎦ?,Hila iga digosdvnisdi dehinoga?,How many bats did you bring?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1069,ced,ᏏᏲ ᎠᏗᎭ ᎯᏲᏎᎸ ᎯᎪᎥᎢ.,Siyo adiha hiyoselv higovi.,Tell him I said hello when you see him.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1070,ced,ᎢᎾᏓ ᎤᏍᎦᎵᏨ ᎦᏅᏍᎨᏂ ᎤᏬᏘᏒᎢ.,Inada usgahljv ganvsgeni uwotisvi.,His leg swelled where a snake bit him.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1071,ced,ᎪᏛ ᎾᎤ ᏕᎩᏃᏞᏍᏗ.,Gotv nav deginohlesdi.,Let's sit by the fire.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1072,ced,ᎤᏒ ᏥᎨᏒ ᎤᏔᎾ ᎠᎪᏔᏅᎢ.,Usv jigesv utana agotanvi.,Last night l built a big fire.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1073,ced,ᎤᏂᎩᏌ ᏓᏆᎴᎳ ᎤᏭᏓᎴᏒ ᎤᎾᏓᏕᏒᏓ.,Uhnigisa dawalela uwudalesv unadadesvda.,He unhooked the chain when the car started.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1074,ced,ᎠᏓᏴᎳᏛᏍᎩ ᎫᏓᎴᏍᎪ ᏯᎾᎦᎵᎠ.,Adayvlatvsgi gudalesgo yanagalia.,He unplugs the television when it's lightning.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1075,ced,ᎯᏳᏓᎳᎩ ᏐᏈᎵ ᎤᏁᎳᎩ ᏩᎵᏍᏓᏴᏂᏓ.,Hiyudalagi sogwili unelagi walsdayvhnida.,Unhitch the horse and let him graze.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1076,ced,ᏐᏈᎵ ᎤᎾᏚᏓᎸᏗ ᎤᏭᏓᎸᏅ ᏐᏈᎵ ᎤᏤᎵᎢ.,Sogwili unadudalvdi uwudalvnv sogwili ujelii.,He hitched up his horse at the hitching post.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1077,ced,ᏕᎫᏓᎸᎢᎦᏍ ᎠᎾᎦᎵᏍᎩ?,Degudalvvgas anagalisgi?,Did he hook up the battery?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1078,ced,ᎯᎠ ᎫᎫ ᎤᏅᏗ ᏓᏟᏍᏗ.,Hia gugu unvdi dadlisdi.,These bottles contain milk.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1079,ced,ᎫᎫ ᏕᏆᏲᏕᏍᏗ ᎩᏟ.,Gugu degwayodesdi gihli.,Ticks are making the dog itch.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1080,ced,ᏤᏙᎸᎢᏍ ᎫᎫ?,Jedolvis Gugu?,Have you been to Bartlesville?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1081,ced,ᎦᎷᏯᏍᏗ ᎫᎭᎵᏗ ᎠᏲᏢᏍᎦ.,Galuysdi guhahldi ayohlvsga.,He's whittling a handle for an axe.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1082,ced,ᎦᎪ ᎤᏭᎭᏝᏁᎢ ᎯᎠ ᎦᎶᎪᏗ?,Gago uwuhahlanei hia galogodi?,Who put a handle on this hoe?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1083,ced,ᎫᏇ ᏧᏂᎰᎯ ᏴᏓᎭ ᎤᏅᏌ ᏓᎾᏓᏲᏍᏙᏗᏍᎪᎢ.,Guhgwe junihyohi yvdaha unvsa danadayosdohdisgoi.,Quail hunters sometimes accidentally shoot one another.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1084,ced,ᏱᏚᏯᎨᏦᎿ ᎾᎾ ᎠᎼᎯ ᏕᎫᎯᎶᏍᎪᎢ.,Yiduhyahketsohna nana amohi deguhilosgoi.,"When she finishes peeling potatoes, she washes them in water.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1085,ced,ᏒᎦᏔ ᏕᎦᏃᏍᎩᏍᎬ ᎫᎯᏍᏗᎭ.,Svkta deganosgisgv guhisdiha.,She's accusing him of stealing apples.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1086,ced,ᎯᎳ ᎢᎦ ᏗᎫᏢᏗ ᏕᎦᏚᎵᎭ?,Hila iga diguhlvdi dejaduliha?,How many lids do you want?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1087,ced,ᎤᏬᏰᏂ ᎬᏗ ᎤᏭᏢᏅ ᎤᏁᎸᏒᎢ.,Uwoyeni gvhdi uwuhlvnv uhnelvsvi.,He covered his scar with his hand.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1088,ced,ᏦᎢᎭ ᏧᏪᏥ ᏚᏭᏅ ᏑᎾᎴ ᏧᏂᎩᏍᏗ.,Joiha juweji duwuhnv sunale junigisdi.,She boiled three eggs for breakfast.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1089,ced,ᎫᎴ ᏓᏂᎩᏍᎪᎢ ᏌᎶᎵ.,Gule danigisgoi saloli.,Squirrels eat acorns.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1090,ced,ᎫᎴ ᏗᏍᎪᏂ ᎦᏃᎯᎵᏒ ᏥᎪᏩᏘ.,Gule disgohni ganohilisv jigowhti.,I see a mourning dove flying.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1091,ced,ᏚᏂᏂᏗ ᏓᎸ ᎨᏍ ᏣᎾᏓᏏᏍᎪᎢ ᎫᏐᎢ.,Duninhdi dalv geso janadahlisisgoi Gusoi.,The Muskogee fair is in the month of October.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1092,ced,ᎦᏳᎳ ᎩᎶ ᏥᏅᏫᏍᏔᎾ ᏧᏭᏖᏍᏗ ᎯᎠ ᏅᏯ ᏔᏂᎳᎨᏯ.,Gayula kilo jinvwistana juwutesdi hia nvya janilageya.,I've already asked someone to pick these rocks up.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1093,ced,ᏓᏂᏍᏓᏲᎯᎲ ᎢᎦ ᎤᏭᏔᏅᎢ.,Danisdayohihv iga uwutahnvi.,It snowed on Christmas day.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1094,ced,ᎪᎩ ᏂᏕᎦᎵᏍᏔᏂᏒ ᎬᎩᏍᏗ ᏓᏛᎯᏍᏗᏍᎪᎢ.,Gogi nidegalstanisv gvgisdi datvhisdisgoi.,He raises watermelons every summer.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1095,ced,ᎢᏌ ᎬᎫᏍᏗᎭ ᎡᏥ.,Isa gvgusdiha eji.,Mother is sifting flour.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1096,ced,ᎦᎵᏦᏕ ᎦᎵᏦᏛ ᎬᎪᏍᎪ ᏳᎦᎿᎾ.,Gahljode gahljotv gvgusgo yugahnana.,The roof on the house leaks when it rains.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1097,ced,ᏣᎳᎩ ᎬᏗ ᏚᎵᏃᎮᏢᎢ.,Jalagi gvhdi duhlinohehhri.,She conversed by means of Cherokee.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1098,ced,ᎦᏅᏆᎶᏍᏗ ᎬᏗ ᎤᏩᏂᎸ ᏴᎩ.,Ganvgwalosdi gvhdi uwahnilv yvgi.,He hit the nail with a hammer.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1099,ced,ᎬᎮ ᏂᎦᏪᏍᎬ ᎠᏆᏛᎦᏅ ᎤᏒᎢ ᏥᎨᏒᎢ.,Gvhe nigawesgv akwtvganv usvi jigesvi.,I heard a bobcat last night.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1100,ced,ᎤᏎᎦᏨ ᎬᎿ ᎠᎾᏗᎭ.,Usegajv gvhna anadiha.,They say he is barely alive.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1101,ced,ᏙᎯᏳ ᏗᏅᎿᎦᎵᏍᏗ ᏚᏓᏘᎾᎠ.,Dohiyu dinvhnagalsdi dudatihnaa.,He has a very active family.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1102,ced,ᎩᎶ ᎬᏂᎭ ᎦᎶᎯᏍᏗᎢ.,Kilo gvhniha galohisdii.,Someone is knocking at the door.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1103,ced,ᎪᏍᏛᏂᎯ ᏍᏓᏱ ᎤᏩᏂᎸ ᏍᏆᏞᏍᏗ.,Gosdvnihi sdayi uwahnilv sgwahlesdi.,The batter hit the ball hard.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1104,ced,ᎦᏙ ᎤᏍᏗ ᏨᏂᏍᏗ?,Gado usdi jvhnisdi?,What do you have cooking?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1105,ced,ᎬᏃᏓᏍ Ꮎ ᎢᎾᏓ ᏥᎦᎾ?,Gvhnodas na inada jigana?,Is that snake lying there alive?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1106,ced,Ꮎ ᎠᏍᎦᏯ ᏴᏫ ᎤᏢᎢ ᎬᏅᎢ ᎢᎪᎯᏓ ᎠᏥᏍᏚᏗ ᏚᏚᎪᏓᏏ.,Na asgaya yvwi uhlvi gvnvi igohida ajisdudi dudukdasi.,The murderer was sentenced to life imprisonment.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1107,ced,ᎪᎱᏍᏗ ᎬᏩᏃᏍᏓ ᎤᎩᎯᏍᏗ ᎠᏁᎵᏗᏍᎬ ᎤᏴᏥᏅᏨᎢ.,Gohusdi gvhwanosda ukihisdi anehldisgv uhyvhjinvtsvi.,He got choked trying to swallow something whole.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1108,ced,ᏄᎾ ᏗᎬᏣᏝᏅ ᏚᎸᏉᏗ.,Nuna digvjahlanv dulvkwdi.,He likes fried potatoes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1109,ced,ᎦᏙ ᎤᏍᏗ ᎲᏣᎸᏍᎦ?,Gado usdi hvjahlvsga?,What are you frying?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1110,ced,ᎯᎳ ᎢᏯᏂᎢ ᎬᎾ ᏕᎯᎾᏝᎠ?,Hila iyanii gvna dehinahlaa?,How many turkeys do you own?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1111,ced,"ᎠᎦᎵᏍᎬ ᎤᏩᏃᏬᏔᎾ ᎤᏅᏥ, ᏝᏬᏚᎯ ᏄᎵᏍᏔᏅᎢ.","Agalisgv uwanowhtana unhji, hlawotuhi nulstanvi.","When the sunshine melted the snow, it became muddy.",,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1112,ced,ᎬᎾᏬᏍᎩ ᎪᏢᏔᏅ ᎤᎸᏌᏗ ᎤᏩᎾᏬᏒ ᎤᏗᏞᎩ ᎠᎹ ᎠᏟᏍᏛ ᏭᏝᎾ.,Gvnawosgi gohlvhtanv ulvsadi uwanawosv udihlehg ama adlisdv wuhlana.,A glass made of plastic melted when she put it in some hot water.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1113,ced,ᎭᏢ ᏥᏯ ᎬᏃᏌᏍᏗ?,Hadlv jiya gvnosasdi?,Where is the broom?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1114,ced,ᏯᏖᏃ ᎲᏃᏌᎲᎢ ᏂᏣᏂᎩᏓᏊ.,Hyahteno hvnosahvi nijahnigidagwu.,Sweep the floor before you go.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1115,ced,ᎯᎳ ᎢᏴ ᎬᏂᏍᎪ ᎧᏄᎦᏟ?,Hila iyv gvnsgo kanugahli?,When do blackberries get ripe?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1116,ced,ᏓᏆᎴᎳ ᎦᏃᏍᎩᏓ ᎬᏍᎦᏢᏍᎦ.,Dagwalela ganosgida gvsgahlvsga.,He is hiding a stolen car.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1117,ced,ᎩᎶ ᏓᏯᎢ. ᎲᏍᎦᎳᏓ ᎦᎶᏇ.,Kilo dayai. Hvsgalada galogwe.,Someone is coming. Hide the gun.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1118,ced,ᏗᏎᎯᏍᏗ ᎤᏩᏍᎦᎸᏅ ᎤᎿᏬ.,Disehisdi uwasgalvnv uhnawo.,He hid his shirt in a drawer.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1119,ced,ᎤᎵᏣᏗ ᎧᎵ ᏚᏩᏍᏆᎶᎥ ᏐᎯ.,Uhljadi kali duwasgwalov sohi.,He cracked a bucket full of hickory nuts.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1120,ced,Ꮭ ᏳᏅᏔ ᎢᎦ ᎤᏮᏘᏗ ᏥᏃᏍᎦ.,Hla yunhta iga uwvtdi chinosga.,He doesn't know how much coal to put into the fire.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1121,ced,ᎯᎳ ᎢᎪᎯᏓ ᏕᏨᏩᎳᏁ ᏗᎿᏬ?,Hila igohida dejvwahlane dihnawo?,How long did you soak the clothes?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1122,ced,ᎬᏩᏚᏫᏓ ᏄᎾᏛᏅ ᎠᏂᏲᏍᎩ.,Gvwatuhwida nunadvhnv aniyosgi.,Soldiers were all around.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1123,ced,ᎭᏢ ᏫᎦᎶᎯ ᏍᏓᎵᎢ?,Hadlv wigalohi sdalii?,Where did your friend go?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1124,ced,ᎡᎵᏊ ᏔᎵ ᎢᏯᏔᏬᏍᏔᏅ ᏱᎨᏓ ᎠᎹᏱ ᎭᏫᏂ.,Eligwu tali iyatahwostanv yigeda amayi hawini.,I can stay under water for two minutes.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1125,ced,ᎦᏍᎩᎸ ᎭᏫᏂ ᏗᏜ ᎦᏅᎦ ᏪᏌ.,Gasgilv hawini didla ganhga wesa.,The cat is lying underneath the chair.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1126,ced,ᏏᏆ ᏧᏂᎯᏍᏗ ᎦᏲᏟᎨ ᏓᎬᏩᎶᏙ ᎭᏫᏯ.,Sihgwa junihisdi gayohlige dagvwahld hawiya.,Meat is less expensive at slaughter houses.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1127,ced,ᏞᏍᏗ ᎥᏍᎩ ᏱᎿᏛᏁᎮᏍᏗ.,Hlesdi vsgi yihnadvnehesdi.,Don't be doing that.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1128,ced,ᎯᎠ ᏗᏇᏥ.,Hia digweji.,These are my children.,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
1129,ced,ᎯᎳ ᎢᎦ ᏧᎬᏩᎶᏗ?,Hila iga jugvwahldi?,How much does it cost?,,,,Dr. Durbin Feeling,,,,,,,,,,,,,,
